id,slug,name,description,summary,displayInCharacterSheet
354,dwarfstability,Stability,"**Stability:** Dwarves are exceptionally stable on their feet. A dwarf gains a +4 bonus on ability checks made to resist being bull rushed or tripped when standing on the ground (but not when climbing, flying, riding, or otherwise not standing firmly on the ground).",+4 bonus on ability checks made to resist being bull rushed or tripped when standing on the ground,true
357,dwarfweapfam,Weapon Familiarity,"**Weapon Familiarity:** Dwarves may treat dwarven waraxes and dwarven urgroshes as martial weapons, rather than exotic weapons.",May treat dwarven waraxes and dwarven urgroshes as martial weapons,true
360,elfweapprof,Weapon Proficiency,"**Weapon Proficiency:** Elves receive the Martial Weapon Proficiency feats for the longsword, rapier, longbow (including composite longbow), and shortbow (including composite shortbow) as bonus feats. Elves esteem the arts of swordplay and archery, so all elves are familiar with these weapons.","Elves esteem the arts of swordplay and archery, so all elves are proficient with the longsword, rapier, longbow, and shortbow.",true
363,elvenblood,Elven Blood,"**Elven Blood:** For all effects related to race, a [var: racenamelower] is considered an elf. [var: raceplural], for example, are just as vulnerable to special effects that affect elves as their elf ancestors are, and they can use magic items that are only usable by elves. (See the Monster Manual for more information about elves, and the Dungeon Master’s Guide for more on magic items.)",,true
366,gnomealchemy,Gnome Alchemy,"+2 racial bonus on Craft (alchemy) checks: A gnome’s sensitive
nose allows him to monitor alchemical processes by smell.",,true
369,gnomeattackbonus,Gnome Combat Bonus,"+1 racial bonus on attack rolls against kobolds and goblinoids
(including goblins, hobgoblins, and bugbears): Gnomes battle
these creatures frequently and practice special techniques for
fighting them.",,true
372,gnomeillusionbonus,Gnome Illusion Bonus,"Add +1 to the Difficulty Class for all saving throws against
illusion spells cast by gnomes. Their innate familiarity with these
effects make their illusions more difficult to see through. This
adjustment stacks with those from similar effects, such as the
Spell Focus feat.",,true
375,gnomelisten,Gnome Listen Bonus,+2 racial bonus on Listen checks: Gnomes have keen ears.,,true
378,gnomesavebonus,Gnome Save Bonus,"+2 racial bonus on saving throws against illusions: Gnomes are
innately familiar with illusions of all kinds.",,true
381,gnomespells,Spell-Like Abilities,"**Spell-Like Abilities:** 1/day - [Spell: speak with animals] (burrowing mammal only, duration 1 minute).",,true
384,gnomeweapfam,Weapon Familiarity,**Weapon Familiarity:** Gnomes may treat gnome hooked hammers as martial weapons rather than exotic weapons.,,true
387,halfelfawareness,Half-elf Awareness,"+1 racial bonus on Listen, Search, and Spot checks: A half-elf does
not have the elf’s ability to notice secret doors simply by passing
near them. Half-elves have keen senses, but not as keen as those
of an elf.",,true
390,halfelfdiplomacy,Half-elf Diplomacy,"+2 racial bonus on Diplomacy and Gather Information checks:
Half-elves get along naturally with all people.",,true
393,halflingagile,Halfling Agility,"+2 racial bonus on Climb, Jump, and Move Silently
checks: Halflings are agile, surefooted, and
athletic.",,true
396,halflinglisten,Halfling Listen,"+2 racial bonus on Listen checks:
Halflings have keen ears.",,true
399,halflingmorale,Halfling Save Bonus vs Fear,"+2 morale bonus on saving throws against
fear. This bonus stacks with the halfling’s
+1 bonus on saving throws in general.",,true
402,halflingsaves,Halfling Save Bonus,"+1 racial bonus on all saving throws: Halflings
are surprisingly capable of avoiding mishaps.",,true
405,halflingslings,Halfling Weapon Proficiency,"+1 racial bonus on attack rolls with a
thrown weapon and slings: Throwing and
slinging stones is a universal sport among
halflings, and they develop especially
good aim.",,true
408,lowlightvision,Low-light Vision,"**Low-light Vision:** An [var: racenamelower] can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. She retains the ability to distinguish color and detail under these conditions.","Can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination",true
411,magicresistance,Magic Resistance,+2 racial bonus on saving throws against spells and spell-like effects: [var: raceplurallower] have an innate resistance to magic spells.,+2 racial bonus on saving throws against spells and spell-like effects,true
414,orcblood,Orc Blood,"**Orc Blood:** For all effects related to race, a half-orc is considered an orc. Half-orcs, for example, are just as vulnerable to special effects that affect orcs as their orc ancestors are, and they can use magic items that are only usable by orcs. (See the Monster Manual for more information about orcs, and the Dungeon Master’s Guide for more on magic items.)",,true
417,poisonresistance,Hardy,+2 racial bonus on saving throws against poison: [var: raceplural] are hardy and resistant to toxins.,+2 racial bonus on saving throws against poison,true
420,sleepimmune,Sleep Immunity,"Immunity to magic sleep effects, and a +2 racial saving throw bonus against enchantment spells or effects.","Immunity to magic sleep effects, and a +2 racial saving throw bonus against enchantment spells or effects.",true
423,stonecunning,Stonecunning,"**Stonecunning:** This ability grants a dwarf a +2 racial bonus on Search checks to notice unusual stonework, such as sliding walls, stonework traps, new construction (even when built to match the old), unsafe stone surfaces, shaky stone ceilings, and the like. Something that isn’t stone but that is disguised as stone also counts as unusual stonework. A dwarf who merely comes within 10 feet of unusual stonework can make a Search check as if he were actively searching, and a dwarf can use the Search skill to find stonework traps as a rogue can. A dwarf can also intuit depth, sensing his approximate depth underground as naturally as a human can sense which way is up. Dwarves have a sixth sense about stonework, an innate ability that they get plenty of opportunity to practice and hone in their underground homes.",+2 racial bonus on Search checks to notice unusual stonework,true
1413,wild-empathy,Wild Empathy,"A ranger can improve the attitude of an animal. This ability functions just like a Diplomacy check to improve the attitude of a person. The ranger rolls 1d20 and adds his ranger level and his Charisma modifier to determine the wild empathy check result. The typical domestic animal has a starting attitude of indifferent, while wild animals are usually unfriendly.",,true
1419,archery,Archery,Ranger feature for weapon style selection. This description should never be displayed as this feature is simply to provide a progression.,,true
1422,two-weapon-combat,Two-Weapon Combat,Two-Weapon combat Ranger fighting style feature. This description should never be displayed as this feature is simply to hold the feat grant progressions.,,true
1425,crippling-strike,Crippling Strike,*Crippling Strike (Ex):* A rogue with this ability can sneak attack opponents with such precision that her blows weaken and hamper them. An opponent damaged by one of her sneak attacks also takes 2 points of Strength damage. Ability points lost to damage return on their own at the rate of 1 point per day for each damaged ability.,,true
1428,defensive-roll,Defensive Roll,"*Defensive Roll (Ex):* The rogue can roll with a potentially lethal blow to take less damage from it than she otherwise would. Once per day, when she would be reduced to 0 or fewer hit points by damage in combat (from a weapon or other blow, not a spell or special ability), the rogue can attempt to roll with the damage. To use this ability, the rogue must attempt a Reflex saving throw (DC = damage dealt). If the save succeeds, she takes only half damage from the blow; if it fails, she takes full damage. She must be aware of the attack and able to react to it in order to execute her defensive roll - if she is denied her Dexterity bonus to AC, she can’t use this ability. Since this effect would not normally allow a character to make a Reflex save for half damage, the rogue’s evasion ability does not apply to the defensive roll.",,true
1431,improved-evasion,Improved Evasion,"*Improved Evasion (Ex):* This ability works like evasion, except that while the rogue still takes no damage on a successful Reflex saving throw against attacks such as a dragon’s breath weapon or a fireball, henceforth she henceforth takes only half damage on a failed save. A helpless rogue (such as one who is unconscious or paralysed) does not gain the benefit of improved evasion.",,true
1434,opportunist,Opportunist,"*Opportunist (Ex):* Once per round, the rogue can make an attack of opportunity against an opponent who has just been struck for damage in melee by another character. This attack counts as the rogue’s attack of opportunity for that round. Even a rogue with the Combat Reflexes feat can’t use the opportunist ability more than once per round.",,true
1437,skill-mastery,Skill Mastery,"*Skill Mastery:* The rogue becomes so certain in the use of certain skills that she can use them reliably even under adverse conditions. Upon gaining this ability, she selects a number of skills equal to 3 + her Intelligence modifier. When making a skill check with one of these skills, she may take 10 even if stress and distractions would normally prevent her from doing so. A rogue may gain this special ability multiple times, selecting additional skills for it to apply to each time.",,true
1440,slippery-mind,Slippery Mind,"*Slippery Mind (Ex):* This ability represents the rogue’s ability to wriggle free from magical effects that would otherwise control or compel her. If a rogue with slippery mind is affected by an enchantment spell or effect and fails her saving throw, she can attempt it again 1 round later at the same DC. She gets only this one extra chance to succeed on her saving throw.",,true
1442,druidelementalwildshape,Elemental Wild Shape,"**Elemental Wild Shape (Su):** A druid becomes able to use wild shape to change into a Small, Medium, or Large elemental (air, earth, fire, or water) once per day. These elemental forms are in addition to her normal wild shape usage. In addition to the normal effects of wild shape, the druid gains all the elemental’s extraordinary, supernatural, and spell-like abilities. She also gains the elemental’s feats for as long as she maintains the wild shape, but she retains her own creature type (humanoid, in most cases).",,true
1446,gnomespellscha,Spell-Like Abilities,"**Spell-Like Abilities:** A gnome with a Charisma score of at least 10 also has the following spell-like abilities: 1/day - [Spell: dancing lights], [Spell: ghost sound], [Spell: prestidigitation]. Caster level 1^st^; save DC 10 + gnome’s Cha modifier + spell level.",,true
1449,tieflingskills,Racial Skills,*Racial Skills:* Tieflings have a +2 racial bonus on Bluff and Hide checks.,,true
1452,tieflingdarkness,Darkness,*Darkness (Sp):* A tiefling can use [spell: darkness] once per day (caster level equal to class levels).,,true
1455,tieflingresistance,Special Qualities,"*Special Qualities:* Resistance to cold 5, electricity 5, and fire 5.",,true
1458,catfolkskills,Racial Skills,Catfolk have a +2 racial bonus on Listen and Move Silently checks.,,true
1461,catfolknatarmor,Natural Armor,+1 natural armor bonus,,true
1464,clclrlore,Lore,"**Lore:** Thanks to long hours of study, a cloistered cleric has a wide range of stray knowledge. He may make a special lore check with a bonus equal to his cloistered cleric level + his Intelligence modifier to see whether he knows some relevant information about local notable people, legendary items, or noteworthy places. (If the cloistered cleric has 5 or more ranks in Knowledge (history), he gains a +2 bonus on this check.)

[table: bardknowledge]

A successful lore check will not reveal the powers of a magic item but may give a hint as to its general function. A cloistered cleric may not take 10 or take 20 on this check; this sort of knowledge is essentially random. The DM can determine the Difficulty Class of the check by referring to the table above.",,true
1470,airdomainturnearth,Turn Earth,"Turn or destroy earth creatures as a good cleric turns undead. Rebuke, command, or bolster air creatures as an evil cleric rebukes undead. Use these abilities a total number of times per day equal to 3 + your Charisma modifier. This granted power is a supernatural ability.",,true
1473,clclericbonusdomain,Bonus Domain,"**Bonus Domain:** In addition to any domains selected from his deity's list, a cloistered cleric automatically gains Knowledge as a bonus domain (even if Knowledge is not normally available to clerics of that deity). He gains the Knowledge domain granted power and may select his bonus domain spell from the Knowledge domain or from on of his two regular domains.",,true
1476,knowledgedomainaddskills,Skill Grant,Add all Knowledge skills to your list of cleric class skills.,,true
1479,knowledgedomaincasterlevel,Enhanced Divination,You cast divination spells at +1 caster level.,,true
1481,feat-1,Acrobatic,"You have excellent body awareness and coordination.

## Benefit:
You get a +2 bonus on all Jump checks and Tumble checks.",You get a +2 bonus on all Jump checks and Tumble checks.,true
1484,feat-2,Agile,"You are particularly flexible and poised.

## Benefit:
You get a +2 bonus on all Balance checks and Escape Artist checks.",You get a +2 bonus on all Balance checks and Escape Artist checks.,true
1487,feat-3,Alertness,"You have finely tuned senses.

## Benefit:
You get a +2 bonus on all Listen checks and Spot checks.

## Special:
The master of a familiar gains the benefit of the Alertness feat whenever the familiar is within arm’s reach.",You get a +2 bonus on all Listen checks and Spot checks.,true
1490,feat-6,Animal Affinity,"You are good with animals.

## Benefit:
You get a +2 bonus on all Handle Animal checks and Ride checks.",You get a +2 bonus on all Handle Animal checks and Ride checks.,true
1493,feat-9,Armor Proficiency (Light),"You are proficient with light armor.

## Benefit:
When you wear a type of armor with which you are proficient, the armor check penalty for that armor applies only to Balance, Climb, Escape Artist, Hide, Jump, Move Silently, Pick Pocket, and Tumble checks.

## Normal:
A character who is wearing armor with which she is not proficient applies its armor check penalty to attack rolls and to all skill checks that involve moving, including Ride.

## Special:
All characters except wizards, sorcerers, and monks automatically have Armor Proficiency (light) as a bonus feat. They need not select it.",You are proficient with light armor.,true
1496,feat-12,Armor Proficiency (Medium),"You are proficient with medium armor.

## Benefit:
When you wear a type of armor with which you are proficient, the armor check penalty for that armor applies only to Balance, Climb, Escape Artist, Hide, Jump, Move Silently, Pick Pocket, and Tumble checks.

## Normal:
A character who is wearing armor with which she is not proficient applies its armor check penalty to attack rolls and to all skill checks that involve moving, including Ride.

## Special:
Fighters, barbarians, paladins, clerics, druids, and bards automatically have Armor Proficiency (medium) as a bonus feat. They need not select it.",You are proficient with medium armor.,true
1499,feat-15,Armor Proficiency (Heavy),"You are proficient with heavy armor.

## Benefit:
When you wear a type of armor with which you are
proficient, the armor check penalty for that armor applies only to
Balance, Climb, Escape Artist, Hide, Jump, Move Silently, Pick
Pocket, and Tumble checks.

## Normal:
A character who is wearing armor with which she is not proficient applies its armor check penalty to attack rolls and to all skill checks that involve moving, including Ride.

## Special:
Fighters, paladins, and clerics automatically have Armor Proficiency (heavy) as a bonus feat. They need not select it.",You are proficient with heavy armor.,true
1502,feat-18,Athletic,"You have a knack for athletic endeavors.

## Benefit:
You get a +2 bonus on all Climb checks and Swim checks.",You get a +2 bonus on all Climb checks and Swim checks.,true
1505,feat-21,Augment Summoning,"Your summoned creatures are more powerful than normal.

## Benefit:
Each creature you conjure with any summon spell gains a +4 enhancement bonus to Strength and Constitution for the duration of the spell that summoned it.

## Prerequisites:
Spell Focus (conjuration)",Each creature you conjure with any summon spell gains a +4 enhancement bonus to Strength and Constitution for the duration of the spell that summoned it.,true
1508,feat-24,Blind-Fight,"You know how to fight in melee without being able to see your foes.

## Benefit:
In melee, every time you miss because of concealment, you can reroll your miss chance percentile roll one time to see if you actually hit (see Concealment).

An invisible attacker gets no advantages related to hitting you in melee. That is, you don’t lose your Dexterity bonus to Armor Class, and the attacker doesn’t get the usual +2 bonus for being invisible (see Table 8–5: Attack Roll Modifiers and Table 8–6: Armor Class Modifiers). The invisible attacker’s bonuses do still apply for ranged attacks, however.

You take only half the usual penalty to speed for being unable to see. Darkness and poor visibility in general reduces your speed to three-quarters normal, instead of one-half (see Table 9–4: Hampered Movement).

## Normal:
Regular attack roll modifiers for invisible attackers trying to hit you (see Table 8–5: Attack Roll Modifiers) apply, and you lose your Dexterity bonus to AC. The speed reduction for darkness and poor visibility (see Table 9–4: Hampered Movement) also applies.

## Special:
The Blind-Fight feat is of no use against a character who is the subject of a [spell: blink] spell.","In melee, every time you miss because of concealment, you can reroll your miss chance percentile roll one time.",true
1511,feat-27,Brew Potion,"You can create potions, which carry spells within themselves. See the Dungeon Master’s Guide for rules on potions.

## Benefit:
You can create a potion of any 3rd-level or lower spell that you know and that targets one or more creatures. Brewing a potion takes one day. When you create a potion, you set the caster level, which must be sufficient to cast the spell in question and no higher than your own level. The base price of a potion is its spell level x its caster level x 50 gp. To brew a potion, you must spend 1/25 of this base price in XP and use up raw materials costing one half this base price.

When you create a potion, you make any choices that you would normally make when casting the spell. Whoever drinks the potion is the target of the spell.

Any potion that stores a spell with a costly material component or an XP cost also carries a commensurate cost. In addition to the costs derived from the base price, you must expend the material component or pay the XP when creating the potion.",You can create a potion of any 3rd-level or lower spell that you know and that targets one or more creatures.,true
1514,feat-30,Cleave,"You can follow through with powerful blows.

## Benefit:
If you deal a creature enough damage to make it drop (typically by dropping it to below 0 hit points or killing it), you get an immediate, extra melee attack against another creature within reach. You cannot take a 5-foot step before making this extra attack. The extra attack is with the same weapon and at the same bonus as the attack that dropped the previous creature. You can use this ability once per round.","If you deal a creature enough damage to make it drop, you get an immediate, extra melee attack against another creature within reach.",true
1517,feat-33,Combat Casting,"You are adept at casting spells in combat.

## Benefit:
You get a +4 bonus on Concentration checks made to cast a spell or use a spell-like ability while on the defensive (see Casting on the Defensive) or while you are grappling or pinned.",You get a +4 bonus on Concentration checks made to cast a spell or use a spell-like ability while on the defensive.,true
1520,feat-36,Combat Expertise,"You are trained at using your combat skill for defense as well as offense.

## Benefit:
When you use the attack action or the full attack action in melee, you can take a penalty of as much as -5 on your attack roll and add the same number (+5 or less) as a dodge bonus to your Armor Class. This number may not exceed your base attack bonus. The changes to attack rolls and Armor Class last until your next action.

## Normal:
character without the Combat Expertise feat can fight defensively while using the attack or full attack action to take a -4 penalty on attack rolls and gain a +2 dodge bonus to Armor Class.",,true
1523,feat-39,Combat Reflexes,"You can respond quickly and repeatedly to opponents who let their defenses down.

## Benefit:
When foes leave themselves open, you may make a number of additional attacks of opportunity equal to your Dexterity bonus. For example, a fighter with a Dexterity of 15 can make a total of three attacks of opportunity in 1 round - the one attack of opportunity any character is entitled to, plus two more because of his +2 Dexterity bonus. If four goblins move out of the character’s threatened squares, he can make one attack of opportunity each against three of the four. You can still make only one attack of opportunity per opportunity.

With this feat, you may also make attacks of opportunity while flat-footed.

## Normal:
character without this feat can make only one attack of opportunity per round and can’t make attacks of opportunity while flat-footed.

## Special:
The Combat Reflexes feat does not allow a rogue to use her opportunist ability more than once per round.

A monk may select Combat Reflexes as a bonus feat at 2nd level.",,true
1526,feat-42,Craft Magic Arms and Armor,"You can create magic weapons, armor, and shields.

## Benefit:
You can create any magic weapon, armor, or shield whose prerequisites you meet (see the Dungeon Master’s Guide for prerequisites and other information on these items). Enhancing a weapon, suit of armor, or shield takes one day for each 1,000 gp in the price of its magical features. To enhance a weapon, suit of armor, or shield, you must spend 1/25 of its features’ total price in XP and use up raw materials costing one-half of this total price.

The weapon, armor, or shield to be enhanced must be a masterwork item that you provide. Its cost is not included in the above cost.

You can also mend a broken magic weapon, suit of armor, or shield if it is one that you could make. Doing so costs half the XP, half the raw materials, and half the time it would take to craft that item in the first place.",,true
1529,feat-45,Craft Rod,"You can create magic rods, which have varied magical effects.

## Benefit:
You can create any rod whose prerequisites you meet (see the Dungeon Master’s Guide for prerequisites and other information on rods). Crafting a rod takes one day for each 1,000 gp in its base price. To craft a rod, you must spend 1/25 of its base price in XP and use up raw materials costing one-half of its base price.

Some rods incur extra costs in material components or XP, as noted in their descriptions. These costs are in addition to those derived from the rod’s base price.",,true
1532,feat-48,Craft Staff,"You can create magic staffs, each of which has multiple magical effects.

## Benefit:
You can create any staff whose prerequisites you meet (see the Dungeon Master’s Guide for prerequisites and other information on staffs). Crafting a staff takes one day for each 1,000 gp in its base price. To craft a staff, you must spend 1/25 of its base price in XP and use up raw materials costing one-half of its base price. A newly created staff has 50 charges.

Some staffs incur extra costs in material components or XP, as noted in their descriptions. These costs are in addition to those derived from the staff ’s base price.",,true
1535,feat-51,Craft Wand,"You can create wands, which hold spells (see the Dungeon Master’s Guide for rules on wands).

## Benefit:
You can create a wand of any 4th-level or lower spell that you know. Crafting a wand takes one day for each 1,000 gp in its base price. The base price of a wand is its caster level x the spell level x 750 gp. To craft a wand, you must spend 1/25 of this base price in XP and use up raw materials costing one-half of this base price. A newly created wand has 50 charges.

Any wand that stores a spell with a costly material component or an XP cost also carries a commensurate cost. In addition to the cost derived from the base price, you must expend fifty copies of the material component or pay fifty times the XP cost.",,true
1538,feat-54,Craft Wondrous Item,"You can create a wide variety of magic items, such as a crystal ball or a flying carpet.

## Benefit:
You can create any wondrous item whose prerequisites you meet (see the Dungeon Master’s Guide for prerequisites and other information on wondrous items). Enchanting a wondrous item takes one day for each 1,000 gp in its price. To enchant a wondrous item, you must spend 1/25 of the item’s price in XP and use up raw materials costing half of this price.

You can also mend a broken wondrous item if it is one that you could make. Doing so costs half the XP, half the raw materials, and half the time it would take to craft that item in the first place.

Some wondrous items incur extra costs in material components or XP, as noted in their descriptions. These costs are in addition to those derived from the item’s base price. You must pay such a cost to create an item or to mend a broken one.",,true
1541,feat-57,Deceitful,"You have a knack for disguising the truth.

## Benefit:
You get a +2 bonus on all Disguise checks and Forgery checks.",,true
1544,feat-60,Deflect Arrows,"You can deflect incoming arrows, as well as crossbow bolts, spears, and other projectile or thrown weapons.

## Benefit:
You must have at least one hand free (holding nothing) to use this feat. Once per round when you would normally be hit with a ranged weapon, you may deflect it so that you take no damage from it. You must be aware of the attack and not flat-footed. Attempting to deflect a ranged weapon doesn’t count as an action. Unusually massive ranged weapons, such as boulders hurled by giants, and ranged attacks generated by spell effects, such as [spell: Melf's acid arrow], can’t be deflected.

## Special:
A monk may select Deflect Arrows as a bonus feat at 2nd level, even if she does not meet the prerequisites.",,true
1547,feat-63,Deft Hands,"You have exceptional manual dexterity.

## Benefit:
You get a +2 bonus on all Sleight of Hand checks and Use Rope checks.",,true
1550,feat-66,Diehard,"You can remain conscious after attacks that would fell others.

## Benefit:
When reduced to between -1 and -9 hit points, you automatically become stable. You don’t have to roll d% to see if you lose 1 hit point each round.

When reduced to negative hit points, you may choose to act as if you were disabled, rather than dying. You must make this decision as soon as you are reduced to negative hit points (even if it isn’t your turn). If you do not choose to act as if you were disabled, you immediately fall unconscious.

When using this feat, you can take either a single move or standard action each turn, but not both, and you cannot take a full-round action. You can take a move action without further injuring yourself, but if you perform any standard action (or any other action the DM deems as strenuous, including some free actions, such as casting a quickened spell) you take 1 point of damage after completing the act. If you reach -10 hit points, you immediately die.

## Normal:
A character without this feat who is reduced to between -1 and -9 hit points is unconscious and dying,",,true
1553,feat-69,Diligent,"Your meticulousness allows you to analyze minute details that others miss.

## Benefit:
You get a +2 bonus on all Appraise checks and Decipher Script checks.",,true
1556,feat-72,Dodge,"You are adept at dodging blows.

## Benefit:
During your action, you designate an opponent and receive a +1 dodge bonus to Armor Class against attacks from that opponent. You can select a new opponent on any action.

A condition that makes you lose your Dexterity bonus to Armor Class (if any) also makes you lose dodge bonuses. Also, dodge bonuses (such as this one and a dwarf’s racial bonus on dodge attempts against giants) stack with each other, unlike most other types of bonuses.",,true
1559,feat-75,Empower Spell,"You can cast spells to greater effect.

## Benefit:
All variable, numeric effects of an empowered spell are increased by one-half. An empowered spell deals half again as much damage as normal, cures half again as many hit points, affects half again as many targets, and so forth, as appropriate. For example, an empowered magic missile deals 1-1/2 times its normal damage (roll 1d4+1 and multiply the result by 1-1/2 for each missile). Saving throws and opposed rolls (such as the one you make when you cast dispel magic) are not affected, nor are spells without random variables. An empowered spell uses up a spell slot two levels higher than the spell’s actual level.",,true
1562,feat-78,Endurance,"You are capable of amazing feats of stamina.

## Benefit:
You gain a +4 bonus on the following checks and saves: Swim checks made to resist nonlethal damage, Constitution checks made to continue running, Constitution checks made to avoid nonlethal damage from a forced march, Constitution checks made to hold your breath, Constitution checks made to avoid nonlethal damage from starvation or thirst, Fortitude saves made to avoid nonlethal damage from hot or cold environments, and Fortitude saves made to resist damage from suffocation. Also, you may sleep in light or medium armor without becoming fatigued.

## Normal:
A character without this feat who sleeps in medium or heavier armor is automatically fatigued the next day.

## Special:
A ranger automatically gains Endurance as a bonus feat at 3rd level. He need not select it.",,true
1565,feat-81,Enlarge Spell,"You can cast spells farther than normal.

## Benefit:
You can alter a spell with a range of close, medium, or long to increase its range by 100%. An enlarged spell with a range of close now has a range of 50 ft. + 5 ft./level, while medium-range spells have a range of 200 ft. + 20 ft./level and long-range spells have a range of 800 ft. + 80 ft./level. An enlarged spell uses up a spell slot one level higher than the spell’s actual level.

Spells whose ranges are not defined by distance, as well as spells whose ranges are not close, medium, or long, do not have increased ranges.",,true
1568,feat-84,Eschew Materials,"You can cast spells without relying on material components.

## Benefit:
You can cast any spell that has a material component costing 1 gp or less without needing that component. (The casting of the spell still provokes attacks of opportunity as normal.) If the spell requires a material component that costs more than 1 gp, you must have the material component at hand to cast the spell, just as normal.",,true
1571,feat-87,Exotic Weapon Proficiency,"Choose a type of exotic weapon, such as dire flail or shuriken. You understand how to use that type of exotic weapon in combat.

## Benefit:
You make attack rolls with the weapon normally.

## Normal:
A character who uses a weapon with which he or she is not proficient takes a –4 penalty on attack rolls.

## Special:
You can gain Exotic Weapon Proficiency multiple times. Each time you take the feat, it applies to a new type of exotic weapon. Proficiency with the bastard sword or the dwarven waraxe has an additional prerequisite of Str 13.

## Prerequisites:
Base attack bonus +1 (plus Str 13 for bastard sword or dwarven waraxe).",,true
1574,feat-90,Extend Spell,"You can cast spells that last longer than normal.

## Benefit:
An extended spell lasts twice as long as normal. A spell with a duration of concentration, instantaneous, or permanent is not affected by this feat. An extended spell uses up a spell slot one level higher than the spell’s actual level.",,true
1577,feat-93,Extra Turning,"You can turn or rebuke creatures more often than normal.

## Benefit:
Each time you take this feat, you can use your ability to turn or rebuke creatures four more times per day than normal.

If you have the ability to turn or rebuke more than one kind of creature (such as a good-aligned cleric with access to the Fire domain, who can turn undead and water creatures and can also rebuke fire creatures), each of your turning or rebuking abilities gains four additional uses per day.

## Normal:
Without this feat, a character can typically turn or rebuke undead (or other creatures) a number of times per day equal to 3 + his or her Charisma modifier.

## Special:
You can gain Extra Turning multiple times. Its effects stack. Each time you take the feat, you can use each of your turning or rebuking abilities four additional times per day.",,true
1580,feat-96,Far Shot,"You can get greater distance out of a ranged weapon.

## Benefit:
When you use a projectile weapon, such as a bow, its range increment increases by one-half (multiply by 1-1/2). When you use a thrown weapon, its range increment is doubled.",,true
1583,feat-99,Forge Ring,"You can create magic rings, which have varied magical effects.

## Benefit:
You can create any ring whose prerequisites you meet (see the Dungeon Master’s Guide for prerequisites and other information on rings). Crafting a ring takes one day for each 1,000 gp in its base price. To craft a ring, you must spend 1/25 of its base price in XP and use up raw materials costing one-half of its base price.

You can also mend a broken ring if it is one that you could make. Doing so costs half the XP, half the raw materials, and half the time it would take to forge that ring in the first place.

Some magic rings incur extra costs in material components or XP, as noted in their descriptions. For example, a ring of three wishes costs 15,000 XP in addition to costs derived from its base price (as many XP as it costs to cast wish three times). You must pay such a cost to forge such a ring or to mend a broken one.",,true
1586,feat-102,Great Cleave,"You can wield a melee weapon with such power that you can strike multiple times when you fell your foes.

## Benefit:
This feat works like Cleave, except that there is no limit to the number of times you can use it per round.",,true
1589,feat-105,Great Fortitude,"You are tougher than normal.

## Benefit:
You get a +2 bonus on all Fortitude saving throws.",,true
1592,feat-108,Greater Spell Focus,"Choose a school of magic to which you already have applied the Spell Focus feat. Your spells of that school are now even more potent than before.

## Benefit:
Add +1 to the Difficulty Class for all saving throws against spells from the school of magic you select. This bonus stacks with the bonus from Spell Focus.

## Special:
You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it applies to a new school of magic to which you already have applied the Spell Focus feat.",,true
1595,feat-111,Greater Spell Penetration,"Your spells are remarkably potent, breaking through spell resistance more readily than normal.

## Benefit:
You get a +2 bonus on caster level checks (1d20 + caster level) made to overcome a creature’s spell resistance. This bonus stacks with the one from Spell Penetration.",,true
1598,feat-114,Greater Two-Weapon Fighting,"You are a master at fighting two-handed.

## Benefit:
You get a third attack with your off-hand weapon, albeit
at a -10 penalty.

## Special:
An 11th-level ranger who has chosen the two-weapon combat style is treated as having Greater Two-Weapon Fighting, even if he does not have the prerequisites for it, but only when he is wearing light or no armor.",,true
1601,feat-117,Greater Weapon Focus,"Choose one type of weapon, such as greataxe, for which you have already selected Weapon Focus. You can also choose unarmed strike or grapple as your weapon for purposes of this feat. You are especially good at using this weapon.

## Benefit:
You gain a +1 bonus on all attack rolls you make using the selected weapon. This bonus stacks with other bonuses on attack rolls, including the one from Weapon Focus (see below).

## Special:
You can gain Greater Weapon Focus multiple times. Its effects do not stack. Each time you take the feat, it applies to a new type of weapon.

A fighter must have Greater Weapon Focus with a given weapon to gain the Greater Weapon Specialization feat for that weapon.",,true
1604,feat-120,Greater Weapon Specialization,"Choose one type of weapon, such as greataxe, for which you have already selected Weapon Specialization. You can also choose unarmed strike or grapple as your weapon for purposes of this feat. You deal extra damage when using this weapon.

## Benefit:
You gain a +2 bonus on all damage rolls you make using the selected weapon. This bonus stacks with other bonuses on damage rolls, including the one from Weapon Specialization (see below).

## Special:
You can gain Greater Weapon Specialization multiple times. Its effects do not stack. Each time you take the feat, it applies to a new type of weapon.",,true
1607,feat-123,Heighten Spell,"You can cast a spell as if it were a higher-level spell than it actually is.

## Benefit:
A heightened spell has a higher spell level than normal (up to a maximum of 9th level). Unlike other metamagic feats, Heighten Spell actually increases the effective level of the spell that it modifies. All effects dependent on spell level (such as saving throw DCs and ability to penetrate a lesser globe of invulnerability) are calculated according to the heightened level. The heightened spell is as difficult to prepare and cast as a spell of its effective level. For example, a cleric could prepare hold person as a 4th-level spell (instead of a 2nd-level spell), and it would in all ways be treated as a 4th-level spell.",,true
1610,feat-126,Improved Bull Rush,"You know how to push opponents back.

## Benefit:
When you perform a bull rush, you do not provoke an attack of opportunity from the defender. You also gain a +4 bonus on the opposed Strength check you make to push back the defender.",,true
